"product_id","product_name","category","discount_price_usd","actual_price_usd","discount_perc","rating","rating_count","review_title"
"B09PTT8DZF","Lenovo USB A to Type-C Tangle-free  Aramid fiber braided 1.2m cable with 4A Fast charging & 480 MBPS data transmission, certified 10000+ bend lifespan, Metallic Grey","Computers&Accessories","5.01","8.04","38","3.9","523","Nice one,Not up to the mark.,Nice product working in Asus zen pro mobile,Good product 👍👍👍,Working everything as expected,VERY GOOD QUALITY,Lenovo USB A to Type-C Tangle-free  Aramid fiber braided 1.2m cable with 4A Fast charging,Nice Products"
"B0B94JPY2N","Amazon Brand - Solimo 65W Fast Charging Braided Type C to C Data Cable | Suitable For All Supported Mobile Phones (1 Meter, Black)","Computers&Accessories","2.39","11.99","80","3","0","The cable works but is not 65W as advertised"
"B0B3XXSB1K","LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7500PSF (Ceramic Black)","Electronics","575.88","959.88","40","4.3","1376","Love Amazon but lg is misleading,Amazing product,Worst service from LG,Good,Simply beautiful,Satisfied with the TV,Great deal,It is quite ok"
"B08RZ12GKR","Tata Sky Digital TV HD Setup Box Remote","Electronics","2.58","5.99","57","3.5","121","NOT GOOD IN DURIBILITY.,The remote lasted a grand total of one week.,Good product too early to say final word on durability,prompt delivery plus supet product,It's good.,satisfactory,Body  problems,Damaged product"
"B0B4T8RSJ1","pTron Solero T241 2.4A Type-C Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Smartphone, Type-C USB Devices (White)","Computers&Accessories","1.19","9.60","88","3.9","1075","The metal pin is losing it's strength,Sahi h bs 44 rupe ki and dilivery charge 40,Good Charging cable,Good sturdy micro usb cable with good charging speeds,Cheapest micro USB cable in the market,boat is better than this,I bought this for 199rs best charging cable for all mobiles,Good"
"B0B7B9V9QP","VU 108 cm (43 inches) Premium Series Full HD Smart LED TV 43GA (Black)","Electronics","227.99","420.00","46","4","1001","Vu brand superb quality,Value for price,Thik hai but android nahi hai,Good model for entry level 32 TV need.,Good product value of Money,Great TV,The sound quality, speakers, picture quality are just OK. MID GRADE PRODUCT AT MOST,Picture Quality"
"B08XXVXP3J","Storite Super Speed USB 3.0 Male to Male Cable for Hard Drive Enclosures, Laptop Cooling Pad, DVD Players(60cm,Black)","Computers&Accessories","2.99","11.99","75","4.3","112","Product life ia short,Good,Waste,Value for money,Very nice product at a reasonable price. Value for money.,Good replacement cable at this price,Worst cable. Not working even after replacement. Dont buy guys Manufactured in China.,Not working"
"B06XGWRKYT","Kodak 80 cm (32 Inches) HD Ready LED TV Kodak 32HDX900S (Black)","Electronics","95.99","191.99","50","3.8","3022","This is a Best kodak LED,Product is Good as per the price but customer service experience is too bad,It's ok,Company doesn't provide Installation.Demand  change for it.,Good but not best,Good product 👍,Very nice,Display quality and incomplete product"
"B07CWDX49D","AmazonBasics Double Braided Nylon USB Type-C to Type-C 2.0 Cable, Charging Adapter, Smartphone 6 feet, Dark Grey","Computers&Accessories","7.79","19.20","59","4.3","5451","Overall it's a good product for mobile charging.,Awesome 😎,Gud data cabel....,Very good USB C TO USB C Cable .The one does not entangle to develop fold leading to cracks and cuts,Best,Rigid and high quality,Super durable,Great i have been using for 6 month"
"B09TY4MSH3","Firestick Remote","Electronics","15.47","29.99","48","3.3","73","Not how original remote works,Chinese quality,It's okay.,good one,Works great with Firestick,Substandard Copy of original at the cost of original,Pathetic,total waste product don't buy battery drain problem"
"B07RY2X9MP","AmazonBasics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord (10-Foot, Dark Grey)","Electronics","7.31","18.00","59","4.5","1029","AmazonBasics Product,Good,Very good,Value for money product,Nice product quantity is nice connective is fast,Product,Good Quality Product,Never thought it be would this good!!"
"B0B2C5MJN6","Hisense 126 cm (50 inches) Bezelless Series 4K Ultra HD Smart LED Google TV 50A6H (Black)","Electronics","395.88","659.88","40","4.1","1555","Value for Money product.,Overall Tv is good,Good,Good performance so far… considering the price range,Received a defective piece,Nice,TV bundled with Google ecosystem gives a extra  boost,Good product"
"B0BBMGLQDW","Tuarso 8K HDMI 2.1 Cable 48Gbps , 1.5 Meter High-Speed Braided HDMI Cable ( 8K@60HZ、4K@120HZ、2K@240HZ ) HDMI 2.1 Cable Compatible with Monitors , Television , Laptops , Projectors , Game Consoles and more with HDMI Ports Device","Electronics","7.19","23.99","70","4.2","47","Good Product,Nice,Customer service support information not found on box.,Value for money,Good product,Nice 👍,Best the hdmi cable,Exactly as discribed, enchanced Quality"
"B01LONQBDG","AmazonBasics USB Type-C to Micro-B 2.0 Cable - 6 Inches (15.2 Centimeters) - White","Computers&Accessories","4.19","10.79","61","4.1","14896","Very good.,Good one. Worth Buy.,Wonderful,Amazon USB C to Micro USB : It works,Good,Laptop with only USB C ports? Buy this cable.,A must buy accessory for all MacBook M1 owners,Good quality usb c to usb b adapter cable 8 inch"
"B08XXF5V6G","Kodak 139 cm (55 inches) 4K Ultra HD Smart LED TV 55CA0909 (Black)","Electronics","359.99","611.99","41","4.4","1712","Good value for money,Good,Kodak Tv,One side of screen has blacked out,Kodak tv,Remote not working properly,Kodak TV,Kodak Tv"
"B09HK9JH4F","Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)","Electronics","2.39","4.79","50","4.2","1335","Cover is Little loose for Fire remote cover,I ordered this for colour,Pricing,Nice Product,Overpriced but good quality.,Remote stops working after 3 months,Perfect fot,Perfect size for amazon firestick"
"B09MMD1FDN","7SEVEN® Suitable Sony Tv Remote Original Bravia for Smart Android Television Compatible for Any Model of LCD LED OLED UHD 4K Universal Sony Remote Control","Electronics","4.19","8.39","50","3.9","214","Very nice and strong product,Good,Value for money,The remote is of OK quality,Good Product,Replaced item is not working ..we want to return this item as soon as possible,Good remote,Iska work"
"B09HN7LD5L","PROLEGEND® PL-T002 Universal TV Stand Table Top for Most 22 to 65 inch LCD Flat Screen TV, VESA up to 800 by 400mm","Electronics","22.20","54.00","59","4","184","A Good Product.,Does the job,Overpriced Item,A bit over priced,Recommended,There is not fit to my tv so that why I return it,Nice product,Not worth !"
"B0BNDD9TN6","WANBO X1 Pro (Upgraded) | Native 1080P Full HD | Android 9 | Projector for Home | LED Cinema | 350ANSI | 3900 lumens | WiFi Bluetooth | HDMI ARC | Dolby DTS | 4D Keystone Correction (Global Version)","Electronics","167.88","346.80","52","4.5","7","Very nice and good product at this price,Nothing,Good product for the budget,It's Perfect! Must Buy!! 😊"
"B0941392C8","Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable, White","Computers&Accessories","1.55","5.39","71","3.7","41","Nice,सानदार है,Received damaged product,Good quality product,It's very good.,101% fake lava usb,Average product,Costless"
"B01M5967SY","TIZUM High Speed HDMI Cable Aura -Gold Plated-High Speed Data 10.2Gbps, 3D, 4K, HD 1080P (10 Ft/ 3 M)","Electronics","4.55","11.99","62","4.2","12153","Cheap product and same is the performance but does the job,Good,No Box!!!,Good,Value for money,A very good quality cable with rubust built, and it does the work.,Value money,Good product."
"B016MDK4F4","Technotech High Speed HDMI Cable 5 Meter V1.4 - Supports Full HD 1080p (Color May Vary)","Electronics","2.22","5.99","63","4.2","25","Ok,Excellent product, must buy,Nice,Good product..i got this product rs 170,Good,Good Product. 5Meter cable. Purchase at 175.,Good product & service"
"B08G43CCLC","NK STAR 950 Mbps USB WiFi Adapter Wireless Network Receiver Dongle for Desktop Laptop, (Support- Windows XP/7/8/10 & MAC OS) NOt Support to DVR and HDTV","Computers&Accessories","2.62","11.99","78","4.2","163","Thank you,Satisfying product,Keeps disconnecting,Very nice product essy to use,Very nice,Nice and compatible product,Good,Solid product hai"
"B0B61GCHC1","LS LAPSTER Quality Assured USB 2.0 morpho cable, morpho device cable for Mso 1300 E3/E2/E Biometric Finger Print Scanner morpho USB cable (Black)","Computers&Accessories","2.39","11.99","80","4.3","87","Good product,Good,  work fine,Thickness of cable to be reduced.,Morho,This product is very good.,original product,USB ke pass or mjbuti Dena chahiye,Good product"
"B07RX14W1Q","Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey","Electronics","5.99","10.80","45","4.4","2165","Sturdy,Super,Working good,Always go for quality,Not suitable for 4k,I do not want this product,Working well👍,Excellent one. Worth buying"
"B09PLD9TCD","Kodak 126 cm (50 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 50UHDX7XPROBL (Black)","Electronics","323.99","515.99","37","4.2","1510","Kodak tv,Kodak tv,Kodak tv,Very less features to control or configure picture, sound or other key features through remote.,Excellent,Kodak 32inh,Kodak tv,Good"
"B07N8RQ6W7","Portronics MODESK POR-122 Universal Mobile Tabletop Holder (Black)","Electronics","1.61","8.39","81","4.1","16685","Good one,Cannot set tha 90° vertical angle,Best,Nice to use,Avarage,Value for money.,IT DOES WHAT IT IS SUPPOSED TO,Good 👍"
"B0B8ZKWGKD","ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Management for Your Smart Home Speakers -White (Holder Only)","Electronics","10.72","12.62","15","4.3","106","Concept is great but not at all value for money,Good product,You go for it,Perfect,Value for money but little bit expensive,Product is very useful, but very costly.,Nice but a little bit weak,100% satisfied 💐"
"B09NNJ9WYM","Sansui 80cm (32 inches) HD Ready Smart LED TV JSY32SKHD (BLACK) With Bezel-less Design","Electronics","131.88","239.88","45","3.7","129","Service, Quality, Software,Quality super, delivery persons were not good towards amazon,Good Quality as always by Sansui,OK,Good picture and product,Very bad quality of stand,This is average product.,Worth purchase"
"B08H5L8V1L","Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)","Computers&Accessories","4.55","13.19","66","4.3","3049","Good And Durable,Value for money product.,Right choice,Good product.,Charger is good,Cable is working as expected.,The best cable till now,Good 👍"
"B0B8CXTTG3","MI 80 cm (32 inches) HD Ready Smart Android LED TV 5A Pro | L32M7-EAIN (Black)","Electronics","203.99","311.99","35","4.2","32840","It is the best tv if you are getting it in 10-12k,Good price but the OS lags,GARBAGE QUALITY,Good product.,Good quality,Great experience everything is fantastic 🤠,Super picture quality and sound quality,Awesome"
"B09HCH3JZG","Bestor ® 8K Hdmi 2.1 Cable 48Gbps 9.80Ft/Ultra High Speed Hdmi Braided Cord For Roku Tv/Ps5/Hdtv/Blu-Ray Projector, Laptop, Television, Personal Computer, Xbox, Ps4, Ps5, Ps4 Pro (1 M, Grey)","Electronics","8.39","22.79","63","4.4","390","Great value for ultra hi speed HDMI!,thickness,material,Works well, just plug and play,Good,Good product,Perfect cable and I'm getting 120Hz 4k when connected to my freesync-certified TV 55Q80T,Good Cable,Little expensive"
"B097JVLW3L","Irusu Play VR Plus Virtual Reality Headset with Headphones for Gaming (Black)","Electronics","32.39","42.00","23","3.5","621","Really great device, love using it.,Superb,Good,Good product,Good product nice to have it...,Good VR set at this price range,Amazing product ☺️,Don't buy"
"B09SB6SJB4","Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobile Phones (1 Meter, Black)","Computers&Accessories","1.55","7.19","78","4.1","265","Best,Good,Fast Charging works better than original cable!!,Durable cable,Low performance compare to original data cable,Great!,Good product,Fast charging and length is 3 meters above"
"B08NW8GHCJ","Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)","Computers&Accessories","4.67","11.99","61","4.3","838","Used for 10 months,Quality is good,Good Aftersale Service,Super fast charging suppurt,Superb Quality and value for money,Good small cable,Nice,Highly recommended"
"B09YHLPQYT","Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black)","Electronics","2.95","7.20","59","4.2","143","Cover is perfect size wise and it's exactly same as shown in picture.u can go for it.,Superb quality 👌,Price very high,Value for money,Perfect Snug Fit,Must buy,Nice,It's a good and solid fit"
"B08G1RW2Q3","EYNK Extra Long Micro USB Fast Charging USB Cable | Micro USB Data Cable | Quick Fast Charging Cable | Charger Sync Cable | High Speed Transfer Android Smartphones V8 Cable (2.4 Amp, 3m,) (White)","Computers&Accessories","3.59","9.59","63","4","151","Extended length for securiry camera,Dont judge a book by it's cover,Good sturdy product with neat finish.,cable quality is good and near 10 ft in length,Good enough to length,Good Product,PERFECT!,Super"
"B08YXJJW8H","LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (Before Placing Order,Please Compare The Dimensions of The Product with Your Remote)","Electronics","2.96","4.79","38","3.9","200","Fits the remote correctly,Fits well but bit costly,Protected remote properly,Good Quality but Slightly Pricey!!,The case is good and it is apt for the Jio TV remote. I recommend this product.,Perfect fit,Fits Jio Remote,Superb"
"B09P8M18QM","7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must","Electronics","16.43","35.99","54","3.3","227","Good, But Disappointed,Perfect replacement,Have to press buttons harder,Very expensive,Not working properly after one month,Product quality,Not satisfactory,Good"
"B08BG4M4N7","PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Cover Holder PU Leather Cover Holder(only Cover for Selling Purpose)","Electronics","2.39","5.99","60","3.8","538","Nice,Good,Good protective cover fo Airtel Xtreme settop box remote,Very nice cover.,Expensive,Very uncomfortable to use,Value for money....height of the cover can be made small.,Good product"
"B07VJ9ZTXS","Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black)","Electronics","3.59","7.19","50","4","171","Nice product 👍👍,Cheap plus durable. Worth the money.,Good purchase,Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black),It's easy to connect,Sturdy, affordable, no lag converyer cable,Works well but the output quality is not as good as direct VGA connection.,Works well. Does its work as required."
"B084872DQY","Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black)","Electronics","179.99","179.99","0","4.3","27508","Nice tv,Good product,Average,No operation button in television which is big irritate when the remote not working,Facing Sound/Audio Problem after 12 days of installation only - Please don't buy it,The after service is very good!,Good,........"
"B00GGGOYEU","Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers (150cm - 1.5M)","Computers&Accessories","3.59","8.39","57","3.9","1454","Good product, but not excellent I should say.,Very poor quality,OK,Good,Very good product. Satisfied with the performance.,will get job done,Good,Value for money ✌️"
"B08FD2VSD9","TCL 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43P615 (Black)","Electronics","299.88","623.88","52","4.2","2951","Best one,Nice product,Nice Purchase,A nice TV,Good quality...i have a trust on TCL,Best survice,Good,value for money"
"B0BQRJ3C47","REDTECH USB-C to Lightning Cable 3.3FT, [Apple MFi Certified] Lightning to Type C Fast Charging Cord Compatible with iPhone 14/13/13 pro/Max/12/11/X/XS/XR/8, Supports Power Delivery - White","Computers&Accessories","2.99","11.99","75","5","0","Awesome Product"
"B095JPKPH3","OnePlus 163.8 cm (65 inches) U Series 4K LED Smart Android TV 65U1S (Black)","Electronics","743.99","839.99","11","4.1","6753","Almost Perfect!,Review After using 1month,Nice tv,Panel and video quality,Good Product,Worth for money,Nice,Good"
"B087JWLZ2K","AmazonBasics 108 cm (43 inches) 4K Ultra HD Smart LED Fire TV AB43U20PS (Black)","Electronics","293.99","600.00","51","3.9","3518","(after nearly one year use) Value for money TV, except for the sound,Spectacular Specification, Build Quality, and Performance"
"B09DSXK8JX","Kodak 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32HDX7XPROBL (Black)","Electronics","125.99","233.99","46","4.2","1510","Kodak tv,Kodak tv,Kodak tv,Very less features to control or configure picture, sound or other key features through remote.,Excellent,Kodak 32inh,Kodak tv,Good"
"B08V9C4B1J","Synqe Type C to Type C Short Fast Charging 60W Cable Compatible with Samsung Galaxy Z Fold3 5G, Z Flip3 5G, S22 5G, S22 Ultra, S21, S20, S20FE, A52, A73, A53 (0.25M, Black)","Computers&Accessories","4.19","11.99","65","4.3","838","Used for 10 months,Quality is good,Good Aftersale Service,Super fast charging suppurt,Superb Quality and value for money,Good small cable,Nice,Highly recommended"
"B08PKBMJKS","Airtel DigitalTV HD Setup Box Remote","Electronics","2.36","5.99","61","3.8","136","Working fine but cheap quality,Original but small,ನೀವು ಕಳುಹಿಸಿದ ವಸ್ತು ಸರಿಯಾಗಿ ಕೆಲಸ ಮಾಡುತ್ತಿಲ,Sturdy,Good,Works perfectly with Airtel HD set up box,Item is value for money.,,On Off button doesn’t work."
"B0B8VQ7KDS","Airtel Digital TV HD Set Top Box with FTA Pack | Unlimited Entertainment + Recording Feature + Free Standard Installation (6 Months Pack)","Electronics","15.59","29.99","48","4.3","301","Good ptoduct,Overall good product,, and good choice,, ☺️,Cable is short,Good,All channel  view nice,Very fast and good service,Ok,The product was 🙌"
"B086JTMRYL","ESR USB C to Lightning Cable, 10 ft (3 m), MFi-Certified, Braided Nylon Power Delivery Fast Charging for iPhone 14/14 Plus/14 Pro/14 Pro Max, iPhone 13/12/11/X/8 Series, Use with Type-C Chargers, Black","Computers&Accessories","18.23","22.79","20","4.4","19763","Go for it,Fast charging,Good product,Good,So Far So Good,Quality is good 👍 you can go for it ♥️,Excellent Product,Yup good in all over"
"B09RWQ7YR6","MI 138.8 cm (55 inches) 5X Series 4K Ultra HD LED Smart Android TV L55M6-ES (Grey)","Electronics","563.99","839.99","33","4.3","21252","It's super,Value of money 💰,Display and build,Good Sound and pictures,Good product 👍,Good and smart tv for reasonable rate,Good for low budget,Good"
"B00OFM6PEO","Storite USB Extension Cable USB 3.0 Male to Female Extension Cable High Speed 5GBps Extension Cable Data Transfer for Keyboard, Mouse, Flash Drive, Hard Drive, Printer and More- 1.5M - Blue","Computers&Accessories","3.59","9.59","63","4.3","1902","Works perfect for connecting my Dslr to ipad & tethering. Seems like a durable cable,H,GOOD,USB,Supar,It's good,Very good cable,Okaysih"
"B0BF57RN3K","Fire-Boltt Ninja Call Pro Plus 1.83 Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution","Electronics","21.59","239.99","91","4.2","13937","Worth the money,Good smart watch,the screen does not turn on and off on double tap, for that you have to press the button.,User friendly UI,Best Allrounder Budget SmartWatch Under 2K 🔥,This smart watch is awesome,Nice watch in budget,The step count is not that accurate but the call quality and other things are good"
"B0B3RRWSF6","Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3,120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating","Electronics","23.98","119.99","80","4.3","27696","7-8/10, Decent, good for day to day use,Good choice under budget of Rs2000,Average product.,Budget friendly,Overall it's a good watch,Good product,Best in design, accuracy and looks fancy. A must buy for every person who is watch enthusiast.,Having a great experience"
"B0B5B6PQCT","boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2, IP68(Active Black)","Electronics","23.99","95.88","75","3.8","17831","Not Polished Enough. (Improving with updates),Best for the budget 👍,Value of money,nice product,Good product,Super value for money,Awesome product,Product itv"
"B08HV83HL3","MI Power Bank 3i 20000mAh Lithium Polymer 18W Fast Power Delivery Charging | Input- Type C | Micro USB| Triple Output | Sandstone Black","Electronics","24.59","26.39","7","4.3","178912","Ok product to buy,Better than any other power banks,👍,Nice product,Performance is OK,Very Slim & easy to carry,Decent product,GOAT"
"B0BBN4DZBD","Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12","Electronics","77.99","107.99","28","4","7807","If you leave it only to make calls or receive calls, then it is a completely useless phone.,Readmi a 1,Budget friendly phone.,Hi,Budget phone,Good for the price. But ANDROID 12 is actually GO Edition.,Good budget phone,10/10 value for money 🤑"
"B0B3CPQ5PF","OnePlus Nord 2T 5G (Jade Fog, 8GB RAM, 128GB Storage)","Electronics","347.99","347.99","0","4.3","17415","Really a Good Buy in this price range in 2022,Expected better Battery,Over-all a very balanced product.,Poor Battery life,Good,Temper glasses not istalle properly,It's 8 gb not working like 12gb,Apart from battery and sound quality, everything else is good."
"B0B3CQBRB4","OnePlus Nord 2T 5G (Gray Shadow, 8GB RAM, 128GB Storage)","Electronics","347.99","347.99","0","4.3","17415","Really a Good Buy in this price range in 2022,Expected better Battery,Over-all a very balanced product.,Poor Battery life,Good,Temper glasses not istalle properly,It's 8 gb not working like 12gb,Apart from battery and sound quality, everything else is good."
"B0BBN56J5H","Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12","Electronics","77.99","107.99","28","4","7807","If you leave it only to make calls or receive calls, then it is a completely useless phone.,Readmi a 1,Budget friendly phone.,Hi,Budget phone,Good for the price. But ANDROID 12 is actually GO Edition.,Good budget phone,10/10 value for money 🤑"
"B0BBN3WF7V","Redmi A1 (Light Green, 2GB RAM 32GB ROM) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12","Electronics","77.99","107.99","28","4","7807","If you leave it only to make calls or receive calls, then it is a completely useless phone.,Readmi a 1,Budget friendly phone.,Hi,Budget phone,Good for the price. But ANDROID 12 is actually GO Edition.,Good budget phone,10/10 value for money 🤑"
"B0BDRVFDKP","SanDisk Ultra® microSDXC™ UHS-I Card, 64GB, 140MB/s R, 10 Y Warranty, for Smartphones","Electronics","6.83","12.00","43","4.4","67259","Fake Product,Costly but excellent quality,Storage good but don't know how to Activate warantee??,Good for use,5 stas nahi diya kyuki capacity 477gb hi rahta hai,Speed not as advertise,Good one,It's ok"
"B0B5LVS732","Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69 Display, 550 NITS, 150+ Cloud Watch Face, SPo2, Heart Rate Tracking, 100 Sports Mode with Auto Detection, Longer Battery (Jet Black)","Electronics","22.78","59.99","62","4.1","10689","Sumit Nath,For the price, it is a good purchase but can be better,Happy with product...,It's really smart with elegant design,Amazing,Noise,All good,Good"
"B09V2Q4QVQ","Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Charcoal","Electronics","15.59","19.19","19","4","128311","Centre key,Nice phone,Good for Exam preparing students,Center button is not good,Battery runs out quickly,Nokia trusted brand only needs to improve ringtone sound,best phone,.."
"B09V12K8NT","boAt Wave Lite Smartwatch with 1.69 HD Display, Sleek Metal Body, HR & SpO2 Level Monitor, 140+ Watch Faces, Activity Tracker, Multiple Sports Modes, IP68 & 7 Days Battery Life(Active Black)","Electronics","17.99","83.88","79","3.9","21796","Ideal Product,Ok,उपयोगी एवं संतोषजनक,Ok in this price range,Battery,It is a good watch,Nice watch,Average"
"B01DEWVZ2C","JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)","Electronics","7.19","11.99","40","4.1","192590","Good maybe okay,Defective Product Delivered,Amazing Sound at Budget,Not for bass lover,Best one,Quality,Durability,Superb voice quality"
"B0BMGB3CH9","Samsung Galaxy M04 Dark Blue, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery","Electronics","113.99","143.99","21","4.2","284","Get it with bundled discounts.,Heating & Touch screen,Buy for normal usage. NOT FOR CAMERA,The phone is a good device and I am happy with the purchase.,Average quality.,Exlent mobile,Valueable buy,A GOOD AND AFFORDABLE PRODUCT"
"B08D77XZX5","PTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Enhanced Bass, 10mm Drivers, Clear Calls, Snug-Fit, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Black)","Electronics","7.19","29.99","76","3.9","58162","this is good product.,Too much bass for my liking😅,A good deal under Rs.800/-,Worth the price,Itam damage,Le skte hain,Nice product👍👍,Nice"
"B09XB8GFBQ","Redmi 10A (Charcoal Black, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster","Electronics","107.99","143.99","25","4","12796","Good.,Best at the price,Good phone,NICE,Value for money,ठीक-ठाक hai ☺️,Overall review,Good"
"B07WG8PDCW","pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Compatible with All Smartphones & Tablets (Black)","Electronics","4.19","15.59","73","4","14282","Good,Good product,Charging well but build quality could be better,Quite nice,Good quality product,Ok,Good Purchase,Built quality could have been better"
"B07GPXXNNG","boAt Bassheads 100 in Ear Wired Earphones with Mic(Taffy Pink)","Electronics","4.19","11.99","65","4.1","363713","Best value for money,HEAD PHONE POUCH NOT RECEIVED,Overall good in this pricerange,It's not working in my Phone properly Plz help me in exchange or return, I ll be thankful to you,Worth the money 🤑,Best,Nice sound,Wonderful product"
"B0BDYVC5TD","SanDisk Ultra® microSDXC™ UHS-I Card, 128GB, 140MB/s R, 10 Y Warranty, for Smartphones","Electronics","11.51","21.60","47","4.4","67259","Fake Product,Costly but excellent quality,Storage good but don't know how to Activate warantee??,Good for use,5 stas nahi diya kyuki capacity 477gb hi rahta hai,Speed not as advertise,Good one,It's ok"
"B0BMGB2TPR","Samsung Galaxy M04 Light Green, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery","Electronics","113.99","143.99","21","4.2","284","Get it with bundled discounts.,Heating & Touch screen,Buy for normal usage. NOT FOR CAMERA,The phone is a good device and I am happy with the purchase.,Average quality.,Exlent mobile,Valueable buy,A GOOD AND AFFORDABLE PRODUCT"
"B08MC57J31","MI 10000mAh Lithium Ion, Lithium Polymer Power Bank Pocket Pro with 22.5 Watt Fast Charging, Dual Input Ports(Micro-USB and Type C), Triple Output Ports, (Black)","Electronics","17.99","29.99","40","4.3","15970","Best power bank on the market.,Small & Handy,Good Quality and functional and practical design,5v out put ravatam ledu 2or3v matrame vasthundi..,Good,Nice,Easy to carry,It is really good"
"B08HVL8QN3","Mi 10000mAH Li-Polymer, Micro-USB and Type C Input Port, Power Bank 3i with 18W Fast Charging (Midnight Black)","Electronics","13.79","26.39","48","4.3","178912","Ok product to buy,Better than any other power banks,👍,Nice product,Performance is OK,Very Slim & easy to carry,Decent product,GOAT"
"B0746JGVDS","ELV Car Mount Adjustable Car Phone Holder Universal Long Arm, Windshield for Smartphones - Black","Electronics","4.19","11.99","65","3.9","46399","Good quality. Does not make sound. A bit less stronger for heavier mobiles.,Good product for those who will not change the mounting position frequently,Good product, value for money.,Useful,Have been using for almost 2 months, not sure ondurability but this looks of good build - going good,Ok,Useful product,Worthy product"
"B08VFF6JQ8","Samsung 25W USB Travel Adapter for Cellular Phones - White","Electronics","14.63","20.39","28","4.4","8891","Fine,Difference between this and a 15W is not that big,Original product,Fast charging👍,Good for Google Pixel 6a,Best a big charger as big as galaxy z flip 3,Great but little hot the mobile,Need to buy a wire seperately"
"B09NVPSCQT","Noise ColorFit Pulse Grand Smart Watch with 1.69(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (Jet Black)","Electronics","19.19","47.99","60","4","30254","Ranjitha,Good one,Best One!!!,Good and average usage,IT'S BEEN GOOD,Good,Noise,Overall good product"
